City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Margate,GB,51.3813,1.3862,63.48,64,87,10.38,overcast clouds
473,Igarka,RU,67.4667,86.5833,66.47,48,55,15.64,broken clouds
474,Riga,LV,57.0,24.0833,70.92,68,40,2.3,scattered clouds
475,Uyuni,BO,-20.4597,-66.825,41.09,11,0,0.92,clear sky
476,Vodnany,CZ,49.1479,14.1751,82.76,27,7,2.35,clear sky
477,Kayes,ML,14.0,-11.0,101.01,27,6,4.18,clear sky
478,Tashtagol,RU,52.7657,87.8894,60.42,97,99,2.24,overcast clouds
479,Ribnica,SI,45.7386,14.7275,84.29,36,34,4.72,scattered clouds
480,Tymovskoye,RU,50.8456,142.655,47.48,95,58,7.54,broken clouds
481,Kapit,MY,2.0167,112.9333,73.96,99,100,1.14,overcast clouds
482,Talcahuano,CL,-36.7167,-73.1167,49.68,76,100,3.44,overcast clouds
483,Jalu,LY,29.0331,21.5482,91.98,25,0,17.87,clear sky
484,Phanom Thuan,TH,14.1303,99.6986,76.78,77,100,4.45,overcast clouds
485,Uyovu,TZ,-3.2833,31.5258,76.21,55,82,2.1,broken clouds
486,Tagusao,PH,9.1924,117.8141,81.03,77,80,4.38,broken clouds
487,Cap-Aux-Meules,CA,47.3821,-61.8597,60.85,67,20,6.91,few clouds
488,Sulangan,PH,11.1373,123.7228,84.56,71,41,5.82,scattered clouds
489,Requena,ES,39.4883,-1.1004,83.79,17,36,12.19,scattered clouds
490,Jiuquan,CN,39.7432,98.5174,72.09,8,0,5.77,clear sky
491,Katherine,AU,-14.4667,132.2667,57.52,47,38,5.75,scattered clouds
492,Palana,RU,59.1167,159.9667,37.72,96,100,8.1,light rain
493,Tuburan,PH,6.6439,122.2736,78.89,77,40,4.99,scattered clouds
494,Virarajendrapet,IN,12.2,75.8,66.63,98,92,3.83,overcast clouds
495,Dwarka,IN,22.2394,68.9678,85.96,73,2,12.82,clear sky
496,Cayenne,GF,4.9333,-52.3333,87.84,20,75,10.36,broken clouds
497,Sao Sepe,BR,-30.1606,-53.5653,53.02,48,0,6.64,clear sky
498,Kyshtovka,RU,56.555,76.6271,60.94,91,3,6.91,clear sky
499,Srednekolymsk,RU,67.45,153.6833,50.86,48,20,7.81,few clouds
500,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,4.61,scattered clouds
501,Taoudenni,ML,22.6783,-3.9836,111.4,10,0,4.5,clear sky
502,Boa Vista,BR,2.8197,-60.6733,76.98,88,100,2.3,overcast clouds
503,Southbridge,US,42.0751,-72.0334,77.92,67,100,4.0,overcast clouds
504,Sistranda,NO,63.7256,8.834,55.36,78,100,22.68,overcast clouds
505,Jaque,PA,7.5175,-78.1703,81.91,73,83,4.72,broken clouds
506,Along,IN,28.1667,94.7667,73.09,100,100,1.34,overcast clouds
507,Port Hedland,AU,-20.3167,118.5667,69.85,73,100,0.0,overcast clouds
508,Santa Fe,AR,-31.6333,-60.7,66.02,37,0,3.0,light rain
509,Sol-Iletsk,RU,51.1631,54.9918,58.96,62,1,14.79,clear sky
510,Rolla,US,37.9514,-91.7713,85.05,75,0,10.36,clear sky
511,Avera,US,33.194,-82.5271,88.56,49,90,6.93,overcast clouds
512,Maine-Soroa,NE,13.2114,12.0241,104.52,18,32,4.23,scattered clouds
513,Kahului,US,20.8947,-156.47,76.84,82,0,17.27,clear sky
514,Adrar,MR,20.5022,-10.0711,110.21,5,0,11.05,clear sky
515,Cam Ranh,VN,11.9214,109.1591,82.36,78,20,3.44,few clouds
516,Vostok,RU,46.4856,135.8833,47.03,89,1,4.79,clear sky
517,Lixourion,GR,38.2019,20.4314,82.4,61,20,17.27,few clouds
518,Ndende,GA,-2.4008,11.3581,86.02,58,51,3.13,broken clouds
519,San Remigio,PH,11.0809,123.9381,82.15,76,50,6.06,scattered clouds
520,Faya,SA,18.3851,42.4509,80.71,29,76,9.73,broken clouds
521,Bowen,AU,-20.0167,148.2333,56.68,69,0,6.46,clear sky
522,Kankaanpaa,FI,61.8,22.4167,63.36,52,18,10.69,few clouds
523,Shaoguan,CN,24.8,113.5833,74.93,97,100,0.45,overcast clouds
524,Mbaiki,CF,3.8678,17.9892,71.13,97,99,4.47,heavy intensity rain
525,Marseille,FR,43.3333,5.5,88.66,35,7,8.01,clear sky
526,Palermo,IT,37.8167,13.5833,79.92,39,0,9.66,clear sky
527,San Vicente De Canete,PE,-13.0751,-76.3835,67.35,69,26,5.37,scattered clouds
528,Malinovka,BY,53.8579,27.4374,74.7,71,10,10.29,clear sky
529,Abaetetuba,BR,-1.7181,-48.8825,88.12,55,16,6.31,few clouds
530,Flin Flon,CA,54.7682,-101.865,66.04,55,20,2.3,few clouds
531,Kasempa,ZM,-13.4584,25.8338,64.45,42,18,4.61,few clouds
532,Chumikan,RU,54.7183,135.315,38.61,99,97,3.69,light rain
533,San Juan,AR,-31.5375,-68.5364,59.72,32,17,3.04,few clouds
534,Haian,CN,32.5436,120.45,68.16,81,100,6.64,overcast clouds
535,Aykhal,RU,66.0,111.5,49.82,67,59,2.75,broken clouds
536,Florida,US,28.7505,-82.5001,86.9,73,75,6.91,broken clouds
537,Palora,EC,-1.7,-77.9333,64.51,99,100,1.07,light rain
538,Udachnyy,RU,66.4167,112.4,50.45,87,89,4.32,light rain
539,Galesong,ID,-5.3166,119.3661,77.02,87,95,10.98,overcast clouds
540,Lagoa,PT,39.05,-27.9833,61.81,73,5,21.41,clear sky
541,Galveston,US,29.3669,-94.9669,91.09,71,75,19.57,broken clouds
542,Progreso,MX,21.2833,-89.6667,87.12,54,8,7.9,clear sky
543,Ihiala,NG,5.8538,6.8603,84.16,68,73,3.49,light rain
544,Bereslavka,RU,48.6254,44.0449,81.37,43,52,13.38,broken clouds
545,Mayo,US,38.8876,-76.5119,72.18,90,75,5.75,broken clouds
546,Paita,PE,-5.0892,-81.1144,69.04,73,76,11.03,broken clouds
547,Saint Anthony,US,45.0205,-93.218,70.66,79,100,10.36,overcast clouds
548,Fountain Hills,US,33.6117,-111.7174,98.91,21,0,8.05,clear sky
549,Nakonde,ZM,-9.3421,32.745,61.07,70,76,8.12,broken clouds
550,El Alto,PE,-4.2714,-81.2147,67.66,68,95,11.65,overcast clouds
551,George,ZA,-33.963,22.4617,78.35,22,0,10.36,clear sky
552,Killybegs,IE,54.6333,-8.45,55.11,76,95,19.46,overcast clouds
553,Shimoda,JP,34.6667,138.95,64.11,84,88,8.86,overcast clouds
554,Aklavik,CA,68.2191,-135.0107,35.6,87,100,13.8,overcast clouds
555,Winnemucca,US,40.973,-117.7357,69.85,40,75,4.61,broken clouds
556,Santo Antonio Do Ica,BR,-3.1022,-67.9397,76.03,71,100,5.55,overcast clouds
557,Ca Mau,VN,9.1769,105.15,79.72,86,100,3.31,overcast clouds
558,Kununurra,AU,-15.7667,128.7333,53.58,66,32,0.0,scattered clouds
559,Jiaozuo,CN,35.2397,113.2331,75.9,60,36,3.18,scattered clouds
560,Nipawin,CA,53.3668,-104.0009,64.44,77,20,8.05,few clouds
561,Ortakoy,TR,38.7373,34.0387,70.05,49,32,11.92,scattered clouds
562,Bukama,CD,-9.2,25.85,79.9,38,7,1.48,clear sky
563,Qaqortoq,GL,60.7167,-46.0333,42.13,87,100,3.65,light rain
564,San Policarpo,PH,12.1791,125.5072,82.15,77,45,6.93,scattered clouds
565,Huarmey,PE,-10.0681,-78.1522,68.77,69,52,9.78,broken clouds
566,Muskogee,US,35.5834,-95.3336,89.96,64,0,10.36,clear sky
567,Taltal,CL,-25.4,-70.4833,62.46,69,21,5.95,few clouds
568,Inirida,CO,3.8653,-67.9239,71.91,99,100,2.84,overcast clouds
569,Romanovka,RU,51.7443,42.7527,67.44,73,81,8.21,broken clouds
570,Prince George,CA,53.9166,-122.753,51.24,62,0,5.75,clear sky
571,Kawalu,ID,-7.3817,108.2082,73.04,98,100,1.12,overcast clouds
572,Najran,SA,17.4924,44.1277,99.25,7,3,7.54,clear sky
573,Sarangani,PH,5.4033,125.4636,83.7,72,90,10.07,overcast clouds
574,Pundaguitan,PH,6.3711,126.1689,82.62,76,99,12.53,overcast clouds
575,Pulandian,CN,39.3953,121.9669,65.79,81,100,6.87,overcast clouds
576,Lypnyazhka,UA,48.4469,31.0761,76.12,51,24,10.38,few clouds
577,Kirovo-Chepetsk,RU,58.5539,50.0399,56.86,63,26,6.8,scattered clouds
578,Ancud,CL,-41.8697,-73.8203,48.22,78,100,12.71,overcast clouds
579,Vardo,NO,70.3705,31.1107,48.18,87,75,8.05,broken clouds
580,Kibaya,TZ,-5.3,36.5667,62.55,70,90,7.56,overcast clouds
581,Saint-Louis,SN,16.3333,-15.0,100.04,16,80,5.21,broken clouds
582,Montrose,US,38.4166,-108.2673,74.73,15,57,6.11,broken clouds
583,Tortoli,IT,39.9256,9.6572,78.62,44,0,23.02,clear sky
584,Nivala,FI,63.9167,24.9667,57.69,69,95,3.15,light rain
585,Mercedes,AR,-34.6515,-59.4307,62.64,33,0,4.59,clear sky
586,Arua,UG,3.0201,30.9111,71.65,61,76,4.16,broken clouds
587,Misasi,TZ,-3.0,33.0833,78.49,53,35,1.72,scattered clouds
588,Labuhan,ID,-6.8844,112.2051,78.96,85,93,4.79,overcast clouds
589,Vezirkopru,TR,41.1436,35.4547,70.29,85,84,4.65,light rain
590,Olafsvik,IS,64.8945,-23.7142,47.82,79,82,9.04,broken clouds
591,Yar-Sale,RU,66.8333,70.8333,48.47,83,100,25.97,light rain
592,Shelburne,CA,44.0787,-80.2041,65.91,80,79,11.74,broken clouds
593,Ulverstone,AU,-41.15,146.1667,45.19,59,4,8.01,clear sky
594,Russell,US,32.3502,-85.1999,87.39,70,0,0.0,clear sky
595,Savalou,BJ,7.9281,1.9756,85.17,60,74,6.87,broken clouds
596,Odweyne,SO,9.4092,45.064,80.71,46,77,22.59,broken clouds
597,Nuuk,GL,64.1835,-51.7216,36.21,80,100,15.01,overcast clouds
598,Lang Suan,TH,9.9456,99.0785,78.91,85,100,5.14,overcast clouds
599,Ouallam,NE,14.3188,2.0866,100.69,26,78,6.2,broken clouds
600,Labrea,BR,-7.2586,-64.7981,72.1,65,100,4.92,overcast clouds
601,Srisailam,IN,16.0833,78.8667,85.68,50,98,5.95,overcast clouds
602,Dawson Creek,CA,55.7666,-120.2362,55.04,47,0,13.8,clear sky
603,Shujalpur,IN,23.4,76.7167,84.94,57,40,7.74,scattered clouds
604,Port Angeles,US,48.1181,-123.4307,56.21,72,100,9.22,overcast clouds
605,Muisne,EC,0.6,-80.0333,78.35,80,96,7.92,overcast clouds
606,Xining,CN,36.6167,101.7667,50.02,79,82,3.24,broken clouds
607,Mandal,IN,25.45,74.5667,86.36,48,100,7.47,overcast clouds
608,Warri,NG,5.5167,5.75,83.71,72,68,7.52,light rain
609,Cabras,IT,39.93,8.5314,90.88,44,0,15.97,clear sky
610,Aksu,CN,41.1231,80.2644,85.12,16,79,8.43,broken clouds
611,Baiao,BR,-2.7906,-49.6717,90.23,47,25,2.84,scattered clouds
612,Pemba,MZ,-12.974,40.5178,79.5,69,20,11.5,few clouds
613,Zheleznodorozhnyy,RU,55.7503,38.0042,74.75,42,18,8.55,few clouds
614,Tabuk,PH,17.4189,121.4443,76.17,91,99,2.91,overcast clouds
615,Avallon,FR,47.4833,3.9,77.31,56,15,10.54,few clouds
616,Souillac,MU,-20.5167,57.5167,70.18,94,75,12.66,light intensity shower rain
617,Verkhnevilyuysk,RU,63.4453,120.3167,45.3,94,86,5.37,overcast clouds
618,Gorontalo,ID,0.5412,123.0595,74.91,96,97,1.97,overcast clouds
619,Swift Current,CA,50.2834,-107.8014,61.61,63,20,12.66,few clouds
620,Dedza,MW,-14.3779,34.3332,56.01,62,67,3.71,broken clouds
621,Korop,UA,51.5664,32.9586,73.09,71,10,5.93,clear sky
622,Znamenskoye,RU,57.1281,73.8282,57.58,97,13,6.06,few clouds
623,Venado Tuerto,AR,-33.7456,-61.9688,59.77,29,1,10.83,clear sky
624,Kipini,KE,-2.5257,40.5262,80.89,77,51,19.35,broken clouds
625,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,25,0,11.5,clear sky
626,Rize,TR,40.9044,40.8949,56.62,80,87,5.01,overcast clouds
627,Prieska,ZA,-29.6641,22.7474,64.9,30,67,12.93,broken clouds
628,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.16,73,28,6.33,scattered clouds
629,Doka,SD,13.5167,35.7667,92.97,34,79,5.32,broken clouds
630,Krutikha,RU,53.9599,81.2093,67.55,60,39,4.18,scattered clouds
631,Man,CI,7.4125,-7.5538,80.96,69,100,1.16,overcast clouds
632,Hohhot,CN,40.8106,111.6522,61.09,55,20,2.24,few clouds
633,Madarounfa,NE,13.3087,7.156,95.23,27,85,5.7,overcast clouds
634,Berlevag,NO,70.8578,29.0864,49.95,62,100,16.11,overcast clouds
635,Alice Springs,AU,-23.7,133.8833,40.55,81,0,0.0,clear sky
636,Camrose,CA,53.0168,-112.8353,62.13,69,29,6.87,scattered clouds
637,Purulha,GT,15.2667,-90.2,60.96,66,99,2.71,overcast clouds
638,Dzhebariki-Khaya,RU,62.2167,135.8,56.08,87,100,5.77,light rain
639,Bontang,ID,0.1333,117.5,79.12,86,78,5.75,broken clouds
640,Dutlwe,BW,-23.9833,23.9,61.12,38,0,4.94,clear sky
641,Matane,CA,48.8286,-67.522,61.5,75,15,4.99,few clouds
642,Chatellerault,FR,46.8,0.5333,77.72,58,39,9.57,scattered clouds
643,Labytnangi,RU,66.6572,66.4183,49.05,70,100,14.76,overcast clouds
644,Kulhudhuffushi,MV,6.6221,73.07,82.17,77,100,9.04,overcast clouds
645,Praia,CV,14.9215,-23.5087,82.94,57,20,19.57,few clouds
646,Saint-Joseph,RE,-21.3667,55.6167,71.98,83,47,16.35,light rain
647,Khandbari,NP,27.3747,87.2039,72.9,85,97,4.03,overcast clouds
648,Borogontsy,RU,62.6683,131.1683,51.93,94,100,11.18,light rain
649,Vancouver,CA,49.2497,-123.1193,58.28,83,100,8.05,overcast clouds
650,Port Keats,AU,-14.25,129.55,63.93,28,35,9.93,scattered clouds
651,Haag,NL,52.0767,4.2986,69.91,67,71,8.05,broken clouds
652,Guanica,PR,17.9716,-66.908,92.98,65,74,19.08,broken clouds
653,Miraslau,RO,46.3667,23.7167,76.24,68,75,3.44,broken clouds
654,Zlobin,HR,45.2924,14.6541,78.1,28,20,8.05,few clouds
655,Dongsheng,CN,39.8161,109.9776,62.67,28,40,12.66,scattered clouds
656,Beloha,MG,-25.1667,45.05,66.81,67,0,12.95,clear sky
657,Mazatlan,MX,23.2167,-106.4167,86.02,78,75,1.01,broken clouds
658,Cradock,ZA,-32.1642,25.6192,61.61,32,97,13.71,overcast clouds
659,Sabang,ID,5.8933,95.3214,83.26,72,100,13.53,overcast clouds
660,Port-Cartier,CA,50.0334,-66.8654,62.82,61,20,6.91,few clouds
661,Staryy Nadym,RU,65.6118,72.6842,58.21,80,100,21.09,light rain
662,Guia De Isora,ES,28.2115,-16.7795,78.44,65,1,3.0,clear sky
663,Namibe,AO,-15.1961,12.1522,73.45,60,24,11.83,few clouds
664,Anshun,CN,26.25,105.9333,62.89,95,100,3.91,overcast clouds
665,Upata,VE,8.0086,-62.3989,78.33,82,89,5.66,overcast clouds
666,Malm,NO,64.0721,11.2172,54.84,80,100,12.41,overcast clouds
667,Amga,RU,60.8953,131.9608,51.82,98,99,5.88,overcast clouds
668,Grand Gaube,MU,-20.0064,57.6608,72.37,83,99,5.99,light rain
669,Chulman,RU,56.8479,124.9104,49.8,95,100,1.12,light rain
670,Chernyy Yar,RU,48.0624,46.1091,80.31,37,11,15.84,few clouds
671,Batagay-Alyta,RU,67.8006,130.4114,56.08,49,95,6.73,overcast clouds
672,Tahe,CN,52.3333,124.7333,56.97,93,100,4.0,overcast clouds
673,Bereda,ES,43.2686,-7.5406,69.42,83,95,8.61,overcast clouds
674,Deputatskiy,RU,69.3,139.9,47.82,60,4,6.42,clear sky
675,Necochea,AR,-38.5473,-58.7368,57.97,37,10,7.99,clear sky
676,Lensk,RU,60.7253,114.9278,47.34,67,10,3.27,clear sky
677,Tahta,EG,26.7693,31.5021,101.19,14,0,18.88,clear sky
678,Tanout,NE,14.9709,8.8879,102.29,17,100,1.66,overcast clouds
679,Punta Alta,AR,-38.8759,-62.0736,60.49,48,100,10.31,overcast clouds
680,Stare Mesto,CZ,50.087,14.4202,85.44,32,0,7.0,clear sky
681,Lashio,MM,22.9333,97.75,69.22,99,100,1.32,overcast clouds
682,Oussouye,SN,12.485,-16.5469,98.78,50,22,11.79,few clouds
683,Lata,PT,40.1629,-8.3327,87.08,50,0,9.01,clear sky
684,Akyab,MM,20.15,92.9,82.96,83,88,6.17,overcast clouds
685,Namanga,KE,-2.5433,36.7905,71.71,53,75,6.17,broken clouds
686,Vao,NC,-22.6667,167.4833,71.28,84,100,11.03,overcast clouds
687,Drayton Valley,CA,53.2168,-114.9854,55.72,67,100,5.19,overcast clouds
688,Trinidad,BO,-14.8333,-64.9,67.98,45,1,13.8,clear sky
689,Sinnai,IT,39.3042,9.2036,88.25,39,0,13.8,clear sky
690,Coihaique,CL,-45.5752,-72.0662,38.01,93,75,2.3,broken clouds
691,Bilibino,RU,68.0546,166.4372,49.64,48,65,4.68,broken clouds
692,Finschhafen,PG,-6.6024,147.8681,78.6,79,6,3.67,clear sky
693,Veraval,IN,20.9,70.3667,83.71,76,53,9.75,broken clouds
694,Chernyshevskiy,RU,63.0128,112.4714,45.12,88,34,1.88,scattered clouds
695,Shentala,RU,54.45,51.4833,49.23,83,81,10.42,broken clouds
696,Khandyga,RU,62.6667,135.6,54.97,91,100,10.13,moderate rain
697,Luan,CH,46.3592,6.9759,79.43,42,7,3.0,clear sky
698,Acapulco,MX,16.8634,-99.8901,84.02,65,75,3.44,broken clouds
699,Develi,TR,38.3906,35.4922,58.35,68,47,5.55,light rain
700,Ojinaga,MX,29.5667,-104.4167,97.57,33,0,8.05,clear sky
701,Claremore,US,36.3126,-95.6161,91.11,64,0,5.01,clear sky
702,Kutum,SD,14.2,24.6667,80.96,36,86,22.79,light rain
703,Gilgit,PK,35.9221,74.3087,75.85,45,67,2.66,broken clouds
704,Kenora,CA,49.8167,-94.4337,61.77,72,100,11.5,overcast clouds
705,Singleton,AU,-32.5667,151.1833,45.99,74,1,5.99,clear sky
706,Mantua,IT,45.1667,10.7833,92.08,40,3,3.0,clear sky
707,San Andres,CO,12.5847,-81.7006,82.42,78,75,9.22,broken clouds
708,Ambulu,ID,-8.345,113.6058,76.03,91,90,3.58,overcast clouds
709,Natal,BR,-5.795,-35.2094,88.02,62,40,12.66,scattered clouds
710,Zeerust,ZA,-25.5369,26.0751,55.26,47,0,4.45,clear sky
